month,route_id,budget_revenue,budget_fuel_cost,budget_crew_cost,budget_port_cost,budget_maintenance_cost,budget_catering_cost,budget_distribution_cost,budget_other_variable_cost,budget_fixed_allocated,budget_variable_cost,budget_ebitda
2025-07-01,BCN-IBZ,5707832.994847188,1634134.748848264,416943.34007346444,200104.71091162477,202009.21288436712,174391.90322872455,177800.41685197307,102839.41238044045,373538.504405494,2908223.7451788583,2426070.7452628356
2025-07-01,VAL-PMI,4613142.972896081,1450542.8297812673,399570.5442821722,191177.90487088988,194244.22265863008,175278.08378940713,173224.5283701655,95431.73161609843,366703.07055941987,2679469.845368631,1566970.0569680303
2025-07-01,VAL-IBZ,3364043.0155839296,1064804.8755996549,323287.00482370664,172881.31363898254,156799.9811350743,129472.27741706144,114056.47113614556,65422.289712524915,351195.38154546445,2026724.2134631502,986123.4205753149
2025-08-01,DEN-IBZ,4149615.1495397454,980301.300444108,339345.1445960301,237586.66078491992,167693.24927436528,161388.4273174256,137351.1051206919,80467.78904146176,288824.70313104405,2104133.6765790028,1756656.7698296986
2025-08-01,DEN-FOR,2785659.871570833,778711.0921712366,292042.58092973597,202670.60048930297,176620.49650722608,132310.83071804623,103153.49430393608,58504.87233815411,289532.9154852052,1744013.9674576381,752112.9886279898
2025-08-01,DEN-PMI,4096272.0653876686,929487.5188594619,259008.9463515015,165944.78351348726,142298.4757073044,146363.28116827266,140036.71978840083,84191.03434038907,338712.2553025462,1867330.759728818,1890229.0503563047
2025-08-01,BCN-PMI,4874042.279435412,1346503.654240544,399543.1712370264,185575.91042381414,190388.42741664906,186951.50155252547,170353.95482978638,96862.978237406,398396.6567343173,2576179.597937751,1899466.0247633436
2025-08-01,BCN-IBZ,4524533.594505237,1636137.2799140112,402390.30504353286,177146.55382964635,158512.18219493338,143371.28149490108,154747.50912347418,88520.41697415405,365872.3741138477,2760825.528574653,1397835.6918167367
2025-08-01,VAL-PMI,3940332.131529913,1456835.4228183124,379173.7091798284,174074.89682850477,172928.79187164846,144865.98356525402,138000.78557856067,78544.71467616159,352988.2233743064,2544424.3045182703,1042919.603637336
2025-08-01,VAL-IBZ,3929577.0478832484,1061653.1091038287,337860.19735172234,185465.99002280177,135623.12854023383,149346.35571328693,134148.7067754584,80590.90564876905,361054.85891241545,2084688.3931561012,1483833.7958147316
2025-09-01,DEN-IBZ,2550464.084240638,946110.4148768692,329694.04638219386,216709.20864667595,181701.2906814584,104112.9275171017,86977.82105825629,53145.6310361565,285409.34294657095,1918451.340198712,346603.4010953553
2025-09-01,DEN-FOR,2555072.7019367428,852935.8502113438,318388.32917554746,216716.89330939844,180726.60455182754,113663.5194114749,94472.43713621277,51400.65898462978,287456.81967451423,1828304.292780435,439311.5894817936
2025-09-01,DEN-PMI,2986918.894682204,959636.4328943103,267115.6727965604,174261.70353978273,162594.19132533387,104518.94060441047,100659.61557811599,60168.05961244387,338309.79770295107,1828954.6163509574,819654.4806282953
2025-09-01,BCN-PMI,2896169.497757893,1373318.9514564734,383792.7567277254,182813.57800249552,144943.25385174408,112460.5465533436,102682.81455531078,58548.31615920701,361682.372736072,2358560.2173062996,175926.90771552146
2025-09-01,BCN-IBZ,3716124.212184423,1462561.5832802232,405942.9484828973,190034.4636831387,179882.03891335038,122140.66215655595,124885.5620203362,77755.67424435772,375526.473316457,2563202.9327808595,777394.8060871066
2025-09-01,VAL-PMI,3390128.9278204385,1243655.5031592767,368179.62495961133,178680.9330774517,182422.5558755122,118826.10166885046,115069.35806316297,69134.079990953,371418.79761703016,2275968.1567948186,742741.9734085898
2025-09-01,VAL-IBZ,2721496.1242807885,1130790.1259611635,327156.77195646794,181864.60503552793,147649.5741455393,105377.42400708843,95245.06805875385,56372.89816686626,348816.09329738456,2044456.4673314074,328223.56365199655
2025-10-01,DEN-IBZ,1847630.3037441354,792943.461020331,278081.50404036767,195205.97771091553,152347.115176185,75185.88914474308,62044.01497200526,39179.879575016086,301991.19661676575,1594987.8416395637,-49348.734512194
2025-10-01,DEN-FOR,1742487.821754272,643417.6055095474,253328.82836237972,178756.9580763913,130257.27896537444,71371.61745162532,61214.83373128946,36352.123590238494,279442.7776145394,1374699.245686846,88345.79845288664
2025-10-01,DEN-PMI,1967089.1060273182,737862.9008335879,190693.7233248503,126051.30748777135,121773.54588917395,69830.66186869927,70278.85350704542,42345.952106091805,343440.4590592359,1358836.94501722,264811.7019508623
2025-10-01,BCN-PMI,2028085.8359738,975402.5197257211,290056.9802352968,137904.02519045197,147545.39588052526,78183.75650513105,70898.89254077358,41174.78659479444,383382.1923484259,1741166.356672694,-96462.71304731996
2025-10-01,BCN-IBZ,1910051.09086056,1258008.065272505,318347.9902521437,138213.56038021584,143984.32114212727,62877.90948995638,63582.755339121235,36979.72912081698,383623.6752293892,2021994.3309968864,-495566.9153657155
2025-10-01,VAL-PMI,1932848.7576211854,1063649.6861143506,281646.8401363771,138474.89232658743,148727.6885016335,66112.55890658422,68622.63026518004,40198.731806832446,378285.1047952072,1807433.0280575452,-252869.375231567
2025-10-01,VAL-IBZ,1864091.6573625028,783001.0316241477,221112.13196709676,132877.34794373013,113219.59776310058,68838.44566859017,67420.27835069298,37042.273488645136,362617.759426856,1423511.1068060037,77962.79112964304
2025-11-01,DEN-IBZ,1368714.2685247795,710325.5975713016,245094.65235352257,167946.51320460666,129227.80665133166,50386.40525011028,47980.74542589884,27747.369443801694,284169.26437160256,1378709.0899005732,-294164.08574739634
2025-11-01,DEN-FOR,1613558.7229011531,682163.2452178339,250982.91442698368,183433.40469332886,130217.102695303,64110.256914045254,57392.56503983095,32445.91952546275,276280.5689177677,1400745.4085127884,-63467.25452940294
2025-11-01,DEN-PMI,1453045.4247382767,743279.9021320185,193262.48847103995,131090.75748531337,129993.97095935802,48400.74848599572,50136.72830434839,28723.90992727466,333929.2468117305,1324888.5057653484,-205772.3278388022
2025-11-01,BCN-PMI,1545014.311023386,963993.0630907295,253718.83151352956,135979.92244317348,107021.40025451902,55453.18271602503,54453.16968711081,31064.258933538447,373877.65082447155,1601683.8286386256,-430547.16843971115
2025-11-01,BCN-IBZ,2190262.082380378,1200942.4830136194,305256.34021379374,149065.95295990657,147235.93690460466,63819.69172530953,71858.3751751845,43150.36994100281,385322.77625067084,1981329.1499334213,-176389.84380371397
2025-11-01,VAL-PMI,1944829.9946979003,1050348.6797519256,290383.3735352251,133362.7263672504,149034.53857648614,63646.2376300769,65817.29164033933,40369.701500301184,392387.33536789013,1792962.5490016048,-240519.88967159466
2025-11-01,VAL-IBZ,1664755.65227953,774849.683308684,238259.1548245525,125145.834118831,109770.20275383521,61615.24627293598,57492.22702338681,32387.126307553925,334494.568276704,1399519.4746097794,-69258.39060695347
2025-12-01,DEN-IBZ,1757086.0356570915,798577.1735722419,260156.77925170976,191996.3418091674,126201.40400415493,66753.92055155835,58687.707866416225,33862.6549046702,301909.47037557804,1536235.9819599185,-81059.41667840502
2025-12-01,DEN-FOR,1601598.1832638253,655029.810639233,261054.17946070826,179200.4472749996,145005.66538781507,65737.45962148323,55132.73006087458,33851.7499163707,295007.9855637284,1395012.0423614844,-88421.8446613875
2025-12-01,DEN-PMI,1783381.8006764152,789235.0443031609,197979.04530003874,131269.8496811496,114985.72805514916,63758.25928615186,61712.82398285948,36075.01277689455,323838.92021452263,1395015.7633854044,64527.11707648821
2025-12-01,BCN-PMI,1853163.5172008034,956224.3413834864,281921.16575790144,136773.60774722768,131673.9717880857,74518.18689221733,66018.37866919534,37848.6579460787,366707.4730757444,1684978.3101841926,-198522.26605913363
2025-12-01,BCN-IBZ,1695858.9351987508,1064591.0144398136,286213.24270740064,126176.70071463732,129869.93874609165,53296.219865590036,58241.69655112559,34433.98231640054,362795.1102615002,1752822.7953410593,-419758.9704038087
2025-12-01,VAL-PMI,1997113.9047902666,1112562.3802877592,295431.0507617063,135700.67848145458,137286.54002177352,66696.21082352378,69854.0045676962,40268.769493334265,369505.86117534444,1857799.6344372479,-230191.59082232567
2025-12-01,VAL-IBZ,1560440.3546169172,844192.3632703911,239395.38791670272,132569.7325155205,115419.20085297855,61830.382378179675,52585.80396882451,31805.764488643465,357618.2646207433,1477798.6353912402,-274976.5453950663
2026-01-01,DEN-IBZ,1501974.2548330578,792826.0086978205,291388.272895065,200913.73502124313,150286.6990020056,63186.421767403095,56948.58770044213,32597.366547687136,297006.3852331259,1588147.0916316668,-383179.2220317349
2026-01-01,DEN-FOR,1410383.755190452,672601.4781841589,267314.48415005655,174534.76538720072,144901.4690690218,55708.05571741017,49925.7057247719,28596.69370624175,284195.036354999,1393582.6519388617,-267393.9331034086
2026-01-01,DEN-PMI,1736276.0450848956,738097.4581239496,220072.9416533906,143157.2906834322,134562.12840702923,56686.1371389667,55896.60153676629,34606.678739122195,338233.4589164522,1383079.236282657,14963.349885786476
2026-01-01,BCN-PMI,1502730.369353477,895313.3399612409,284475.23877155466,140015.0367517545,134926.38196604006,56578.041765252216,51552.84837777074,29362.95662091639,365304.4059281732,1592223.8442145295,-454797.8807892258
2026-01-01,BCN-IBZ,1758388.0166995616,1136781.2049413305,296793.5468505139,127433.92414082869,124499.45039967,55579.232450666066,61237.74940866124,34684.571676473344,385382.2791847785,1837009.6798681438,-464003.94235336065
2026-01-01,VAL-PMI,1649260.8793099788,1006953.9458449117,286670.5002897435,135420.7343136259,131611.28492882778,56003.27668894241,56947.48741619771,32264.2153280358,362127.1525820038,1705871.444810285,-418737.71808231
2026-01-01,VAL-IBZ,1561971.298486832,767552.9916682241,267817.57048277353,140575.74419075972,102814.31156787716,55742.36672196162,55683.52413436705,32159.82717356792,341092.8143480698,1422346.335939531,-201467.8518007687
2026-02-01,DEN-IBZ,1397374.7430135645,782128.2424754883,288172.97919784766,181136.77579874988,153770.9644768986,49334.74193104256,49844.88020349062,30074.238806926434,282848.83539096144,1534462.822890444,-419936.9152678409
2026-02-01,DEN-FOR,1524619.4182119113,630650.7754781854,242328.48057635798,172540.45491899853,125554.33691101972,61817.520457246435,51991.27614556195,31658.944896122386,293058.38381372706,1316541.7893834924,-84980.75498530816
2026-02-01,DEN-PMI,1579169.60600235,687337.3125188448,203038.1823617342,134422.34112911642,127886.50047151296,50721.747955321145,54427.94577595989,32057.15111993075,335319.6082585367,1289891.18133242,-46041.18358860671
2026-02-01,BCN-PMI,1551093.0449134947,935334.5849093171,301847.7756419464,133845.85288529858,120128.47389779323,55170.360422699705,53091.64487564676,32014.01976329988,374856.4586468997,1631432.712396002,-455196.12612940685
2026-02-01,BCN-IBZ,2075936.0654753104,1132137.7239268601,311753.3752645537,143016.7016777541,136195.44259372717,63078.65834603066,68783.30267243994,41336.53684776946,386834.228629392,1896301.7413291351,-207199.9044832167
2026-02-01,VAL-PMI,1797691.763685208,1000091.6918917991,312666.8379932108,150200.34516503895,135429.9304079847,58466.34617048622,63588.47943868931,34340.03348063596,377030.37477957783,1754783.6645478448,-334122.2756422146
2026-02-01,VAL-IBZ,1409926.0027643288,724445.927781255,230901.46212471885,126409.90522075443,106999.83391385167,52655.32822304976,49251.58688044027,30164.91667143752,344843.8664531672,1320828.9608155077,-255746.82450434606
2026-03-01,DEN-IBZ,1672300.0628560912,749038.9731958383,262855.61386015546,189887.38352165636,146362.9560460624,60795.76233848778,58966.06929787256,34417.02577346229,290583.2983126545,1502323.784033535,-120607.01949009835
2026-03-01,DEN-FOR,1446498.627935998,628769.6053561252,254580.18542612268,165886.93692188337,124853.92513315643,59297.12594614052,51985.54127452766,28827.91870154978,296051.0980488638,1314201.2387595056,-163753.70887237147
2026-03-01,DEN-PMI,1975145.0962085389,722356.2709711391,217922.3794112073,141061.26028660138,115721.5608075359,63692.29115361406,68755.2741925212,39725.63727847403,322387.6760297439,1369234.6741010926,283522.7460777023
2026-03-01,BCN-PMI,2008508.4231365009,922787.2064697094,291060.54462834634,143188.55281534404,134607.52475525727,79893.85853173079,71247.96485276113,40632.91002897566,363155.5470965387,1683418.5620821246,-38065.68604216247
2026-03-01,BCN-IBZ,2038068.381077607,1149525.6278963448,309253.755635382,141566.98275588662,148040.73479560646,63231.563518734874,70990.80385537972,41848.96918983588,371672.63005597953,1924458.4376471706,-258062.68662554323
2026-03-01,VAL-PMI,1739179.8660537107,1047331.9620479,290262.3887151559,137725.06280253103,132955.41972022457,58441.412697900276,60559.26576152701,35329.657010511015,354606.31574408757,1762605.16875575,-378031.6184461268
2026-03-01,VAL-IBZ,1788827.658552893,829341.2447861132,267753.2852342319,145753.9245435829,112999.77909523652,66347.37423483316,57164.93984270385,36936.85632140553,355950.78383289545,1516297.4040581067,-83420.52933810919
2026-04-01,DEN-IBZ,1698261.471002953,693899.8599156766,259009.55305726008,170213.78732954932,135807.92738781465,62963.64737576045,56461.34617461794,32762.603853341807,297955.60765988094,1411118.725094021,-10812.861750949116
2026-04-01,DEN-FOR,1886695.4528435236,663994.2741240761,278632.9282006681,181256.5719766851,125861.47040591034,75412.29702179799,67559.42940867586,37890.65837979277,297247.624005843,1430607.6295176062,158840.19932007435
2026-04-01,DEN-PMI,2046361.3923361197,666396.7633322484,204067.2574248954,136492.45553687433,108648.39243258722,73589.41805063475,72450.05369091088,40863.35430807518,331291.37633527565,1302507.6947762263,412562.3212246177
2026-04-01,BCN-PMI,1910720.1655968511,1002953.6811959266,308054.38860529143,129352.12038448451,120013.21749290999,75725.04718748952,67441.66652717226,40427.291619357755,369970.7743556946,1743967.413012632,-203218.02177147538
2026-04-01,BCN-IBZ,2187672.5969959074,1083325.9612871304,312906.6633820681,142502.82020836434,138636.03575897636,68986.55715237338,79810.65282873412,44252.20246051859,386743.7553068744,1870420.8930781654,-69492.0513891324
2026-04-01,VAL-PMI,2409210.183905533,1005862.3464553936,290970.02742514067,136080.91143147653,127915.01194476779,79633.27988681964,82568.06528856019,49601.53933759478,392225.2490828953,1772631.181769753,244353.75305288465
2026-04-01,VAL-IBZ,1739927.2820201684,786245.7924562871,253427.20070885532,140965.29909882438,109995.77183206014,62097.07969623891,61295.89031601633,37596.14701635147,361433.5665864002,1451623.1811246336,-73129.46569086547
2026-05-01,DEN-IBZ,2245030.965213685,773553.6140411841,276986.0351049524,189907.0420848901,147794.37163345018,79875.1146770853,75242.25406658507,43415.048753492454,282815.3072677821,1586773.4803616398,375442.177584263
2026-05-01,DEN-FOR,1861240.724859988,645926.2197174953,275661.081148423,179890.15027313057,160148.90309460126,78791.94018877759,62020.144684495885,38091.35554530964,288819.6174885194,1440529.7946522334,131891.3127192353
2026-05-01,DEN-PMI,1885657.3949474164,710313.9357950437,210218.57567888874,133344.56555764415,115011.75860025245,69534.64572695205,68599.18483377565,40555.33095006772,342257.01992677327,1347577.9971426243,195822.37787801877
2026-05-01,BCN-PMI,2331353.0459000603,920189.1820424865,285059.189442192,143325.6319116307,141101.43657761542,87376.76110852293,83274.77197079477,49651.202058986215,366659.13102784404,1709978.1751122286,254715.7397599877
2026-05-01,BCN-IBZ,2307772.5205731913,1204468.3927275795,314099.4285974952,133181.33092547944,131456.5889425203,76380.95799226123,80841.81635547422,47571.72162683013,365146.97025796823,1988000.2371676401,-45374.68685241701
2026-05-01,VAL-PMI,1945202.820364127,917549.1634668723,278444.6429866246,128832.86207383584,116714.25260331621,65718.10132837214,66127.49208772865,39408.05789554438,368376.95992733666,1612794.5724422943,-35968.71200550406
2026-05-01,VAL-IBZ,1872203.069154069,741030.6117553962,236663.8928622978,131105.19168316503,104413.91267473502,67329.48027706762,60050.50768333509,37318.081545066496,353866.94851916557,1377911.6784810633,140424.44215384015
2026-06-01,DEN-IBZ,2632938.914479114,910809.645839333,343173.19663551793,221426.47945721526,191830.3293317286,91353.11366213478,89083.09611500677,51531.24827367224,281471.4622866769,1899207.1093146086,452260.3428778286
2026-06-01,DEN-FOR,2458591.10835293,836526.6446076733,335615.6649151016,229842.87203347732,164354.994716734,107867.69177278817,85635.6635462443,51034.824872050405,293400.1861696363,1810878.356464069,354312.5657192244
2026-06-01,DEN-PMI,3199342.3401272953,945377.8384230484,266604.0921256965,179636.71231817116,162772.99490693453,112611.79730159653,100651.83136394621,60433.98197340243,331842.7326337243,1828089.2484127956,1039410.3590807754
2026-06-01,BCN-PMI,3146226.042900602,1370063.5944938671,407187.6016223267,180393.079333283,156155.26016099853,118294.73724086891,109362.31092887945,65492.25651295584,367347.3078988378,2406948.8402931797,371929.89470858435
2026-06-01,BCN-IBZ,3824750.92822524,1485227.5121875717,440384.206360793,186424.51859902547,174701.51152876843,131217.7238571788,136679.60498227266,78485.11477486107,392423.5101394496,2633120.1922904714,799207.2257953192
2026-06-01,VAL-PMI,3600903.5662517627,1274659.8456926371,403926.4970060262,187065.91781509333,200432.59012893616,127829.98009916619,122360.66267265113,74513.59706834171,381305.01368695765,2390789.090482852,828809.4620819531
2026-06-01,VAL-IBZ,3009205.2988422075,1066947.5446130075,357446.54110355076,192800.49024074172,164564.1349385085,116313.90821809204,100464.87796886223,59899.406547532686,346480.2276543207,2058436.9036302953,604288.1675575916
2026-07-01,DEN-IBZ,3472950.922588855,964634.0556744904,322885.7997644978,219731.61719144208,178102.92274250757,156465.18043451512,122765.85388429214,72780.41986185624,294461.7970404333,2037365.8495536014,1141123.2759948205
2026-07-01,DEN-FOR,3273002.1608640524,800391.7945533165,328595.7207683378,216517.58546839037,169579.09745941416,132718.65264984945,112967.92778801068,64283.791556808406,290980.8834850543,1825054.5702441272,1156966.7071348708
2026-07-01,DEN-PMI,3819357.649751193,971227.72342591,272391.4994546824,178060.60630114918,154707.79746582397,134896.66065891963,142635.147928284,78200.43946571717,329332.1288295501,1932119.8747004864,1557905.6462211562
2026-07-01,BCN-PMI,5126660.621564978,1268787.215981659,405752.23512704216,192866.79868024733,196323.02701247076,192729.068585068,172263.45966847526,100804.34945229918,382558.4238924857,2529526.1545072612,2214576.043165231
2026-07-01,BCN-IBZ,4391142.493000664,1620892.687252949,408678.5317272507,182027.49174839436,183049.22109177517,139175.92828688317,147009.0973661141,85560.5656365765,379321.27641055704,2766393.523109943,1245427.6934801636
2026-07-01,VAL-PMI,4577496.237761684,1438124.4677407392,440843.04811263323,198087.9249431225,195831.1744753903,163279.42133628204,158354.56825353784,92329.56030751053,359262.8188202059,2686850.1651692158,1531383.253772262
2026-07-01,VAL-IBZ,4151658.814116889,1023993.4653551234,345472.0960634021,190390.41183674248,167285.77974713282,164438.30196281566,133834.91323286897,81780.69228851827,345505.9260691235,2107195.6604866036,1698957.227561162
2026-08-01,DEN-IBZ,3085974.1703860927,808453.7898439637,321570.66615134804,196537.9201996522,165408.61086312844,126044.56017317106,110175.28599581709,63788.65430891453,288970.7869983601,1791979.487535995,1005023.8958517376
2026-08-01,DEN-FOR,3492546.272511594,801818.086809353,328288.24870580283,214866.3493197665,157658.60301371096,154581.94342408053,123696.26290422239,70964.27134507577,298755.9864651928,1851873.765522012,1341916.520524389
2026-08-01,DEN-PMI,4115356.1727272007,1001662.2685123873,281280.29533381015,177207.62889815474,156007.81583146256,149030.70805028878,145589.23787315996,86735.87478414431,331048.9658423511,1997513.829283408,1786793.3776014417
2026-08-01,BCN-PMI,3875969.829583279,1212183.2319253883,363210.8096315963,180300.0775820436,155156.61345957487,161319.37289194015,137945.64799526424,81739.14877178275,366640.8432408446,2291854.9022575906,1217474.0840848438
2026-08-01,BCN-IBZ,5358663.005846802,1537908.594891754,427474.7519564911,205468.64679394418,206826.150011552,182396.31524795765,191962.8842656062,113176.33510164323,364728.072813817,2865213.678268948,2128721.254764037
2026-08-01,VAL-PMI,5040345.56407025,1373843.896276425,423063.5264572801,197973.1508717154,182047.38603173054,180441.2397810878,187103.3166452663,106948.28362112606,380754.86589180696,2651420.799684631,2008169.8984938117
2026-08-01,VAL-IBZ,3545562.6229401487,899953.6288595987,327069.9551295973,169853.62326139267,138579.5264977537,140014.58441938812,125220.10939156459,72568.17051205602,354460.2477373112,1873259.598071351,1317842.7771314867
2026-09-01,DEN-IBZ,2579841.3127870257,895087.8569574336,314184.1973996445,221435.63006146453,157277.81712571863,110951.6350537137,96349.97207133641,57734.32559207806,302356.88483359286,1853021.4342613895,424462.9936920433
2026-09-01,DEN-FOR,2564890.569705397,835186.9560147777,331140.4640988996,233838.99086702298,190564.74305589768,117278.04182795211,91024.11738424218,55941.005650204,294375.55825529183,1854974.3188989959,415540.6925511092
2026-09-01,DEN-PMI,3752090.909811804,998574.461166527,319637.28298039245,201950.92275938796,188348.6385642177,141261.54779931114,128870.46077770683,74762.29467133574,352208.75560869154,2053405.6087188786,1346476.5454842339
2026-09-01,BCN-PMI,3619837.878841255,1241111.9823339665,407576.342295262,192048.6339743596,170179.0582598767,143372.52555693933,132819.42878043375,74722.39076022417,373728.6015104152,2361830.361961062,884278.9153697776
2026-09-01,BCN-IBZ,3502510.9909773385,1605084.133293951,429341.9301436458,184559.6720843976,165105.53091599347,110602.06239036586,114792.24008699109,68914.73504512304,379043.9512936454,2678400.3039604668,445066.73572322633
2026-09-01,VAL-PMI,3473974.4246534114,1456949.5099086934,433227.0324029455,189330.40024174206,193766.13913248767,116522.01504401227,110097.6242747359,71063.3013258652,371176.03192984324,2570956.0223304816,531842.3703930866
2026-09-01,VAL-IBZ,3159123.8071241505,1062881.9334175726,348095.8018927902,198020.24241445799,167159.66654109894,121785.34451318334,110145.75409628187,62566.129237317524,347973.4143855017,2070654.8721127023,740495.5206259463
2026-10-01,DEN-IBZ,1762020.7517322546,663375.8410576943,264768.57148439216,179392.42554977644,134227.78095359655,66669.47631579074,60709.1403132107,35370.54028985156,298599.1089506412,1404513.7759643125,58907.866817300965
2026-10-01,DEN-FOR,1762698.8567012344,642094.8070789775,262629.2487074847,181858.35794970504,138790.80729903042,78823.13152806692,63248.01830329378,36353.86826083156,291573.7958856176,1403798.2391273899,67326.82168822689
2026-10-01,DEN-PMI,1625499.3757097863,645638.0609252945,203677.92388780418,126415.77274728705,115114.99608330324,63668.965068787744,60391.921838384544,33722.24650191667,333090.2848017033,1248629.8870527782,43779.20385530486
2026-10-01,BCN-PMI,1931504.3324909066,919651.4611267655,287709.12110888655,130748.6828377931,109669.19402519803,75297.78434140481,67242.87152586316,39305.962595938494,358767.128014448,1629625.0775618497,-56887.873085391126
2026-10-01,BCN-IBZ,2402176.4023197955,1124174.3267985922,333741.51883811434,149374.6397525303,160241.6678783368,78211.8318282567,84123.31395732677,49218.09418475817,394036.1458167854,1979085.3932379151,29054.86326509493
2026-10-01,VAL-PMI,2363574.26831732,996053.6839859025,304299.4144273339,147960.48583793343,158499.10621919186,80099.71903261651,83823.60707863334,47477.83895841637,372242.62688404374,1818213.8555400278,173117.78589324834
2026-10-01,VAL-IBZ,1549057.7597274585,697635.3906775119,245201.07776633484,129221.81298905308,120508.65069109593,57231.72565076367,55041.922374394555,32592.459589671813,349732.1423213871,1337433.0397388258,-138107.42233275436
2026-11-01,DEN-IBZ,1744213.0152681426,709498.9515088348,261223.5879502727,173000.8510742304,129048.98184539257,67561.37028316951,60507.41155061843,35516.90530702391,295758.66134429496,1436358.0595195424,12096.294404305227
2026-11-01,DEN-FOR,1297688.7998319357,620187.6921814433,252127.999991875,164862.8120249106,121803.85909367856,52018.87673006124,44778.20207714019,26016.855988263138,281129.1203829225,1281796.298087372,-265236.61863835884
2026-11-01,DEN-PMI,1724955.1522417662,768213.8105986777,211809.7964840794,137479.09214490984,123124.86271352987,60318.843685524975,61220.609748446324,36015.78455704263,322299.6632941704,1398182.799932211,4472.68901538488
2026-11-01,BCN-PMI,1790856.212446092,959310.3687375984,309540.2047968642,147685.8619936732,146140.50004559476,65791.68336440464,63375.731663890096,36785.35299341145,368197.8942093359,1728629.7035954369,-305971.38535868085
2026-11-01,BCN-IBZ,1925700.2819890568,1189475.9925030055,336679.0704876847,143202.8556374393,144122.15313097066,63114.903483984686,68857.73595798301,39118.518115601684,382813.90602886246,1984571.2293166695,-441684.8533564751
2026-11-01,VAL-PMI,1700444.7797549937,1057852.2401106607,283088.7736311445,132657.93478715824,124171.2559198249,58719.08457694511,60421.84821144137,34880.25539372731,374403.1819237103,1751791.392630902,-425749.7947996184
2026-11-01,VAL-IBZ,1571977.1832522454,745550.127208226,243820.71357151621,127986.2530697636,113247.45203507206,55140.767922805426,52620.59069453718,31701.637263172415,348218.50656986603,1370067.5417650926,-146308.86508271325
2026-12-01,DEN-IBZ,1527019.6003943272,721868.2666606706,258235.796277326,164108.26804998796,131892.56073721487,57039.93731611202,53841.14844042842,31384.992461043854,286011.52149091766,1418370.9699427835,-177362.89103937394
2026-12-01,DEN-FOR,1878674.7527877542,648801.1832221638,264112.4446999817,195927.07275481374,142431.28543026152,70829.27139927902,67001.61857174309,38130.93279353536,283399.42538050085,1427233.8088717784,168041.5185354749
2026-12-01,DEN-PMI,1930840.5875877156,720890.8246154924,213517.71166040882,140420.7393344976,126448.99849004194,65260.705620048924,66967.52532945148,39864.67148037031,350474.7001727119,1373371.1765303113,206994.71088469232
2026-12-01,BCN-PMI,1686392.871353256,921456.8992828053,263426.15300539427,131823.3814075585,109621.62181208722,56467.54175463069,58643.17170059753,33442.40447893101,365501.16453138436,1574881.1734420045,-253989.4666201328
2026-12-01,BCN-IBZ,2177544.2721724873,1085928.3711213504,302513.2900253936,141767.2426091778,152425.7573287751,69975.78239690878,76300.12249191196,44038.88762753123,406120.15803689155,1872949.453601049,-101525.33946545323
2026-12-01,VAL-PMI,2067119.1194180513,989942.3238492318,282909.8163904698,141370.19072617247,132799.09836260742,69909.02029805038,70143.66959301768,40776.77262712776,384036.60021304875,1727850.8918466775,-44768.37264167494
2026-12-01,VAL-IBZ,1738574.8770919407,772809.1004131435,261710.0262573045,136609.28703893354,122594.13606635688,71260.212977328,59237.045214872145,34037.86756890768,356344.24547331885,1458257.6755368463,-76027.0439182244
